Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std,Qubit Frequency,TimeDiff,Gap
473,2025-10-22 22:10:43,9.570135163672331e-06,2.57691490713821e-07,7.525619981407772e-06,4.627286656328409e-07,1.0068799077389556e-05,5.148947029116564e-07,5439119145.7665205,35.0,False
474,2025-10-22 22:11:18,1.0338703512191572e-05,2.798707580400805e-07,1.006493111721518e-05,6.185091001013565e-07,1.1257418264687402e-05,6.236740550781088e-07,5439114796.253308,35.0,False
475,2025-10-22 22:11:52,1.0135045564130252e-05,2.1894985772473526e-07,8.445565536030486e-06,4.619663689066935e-07,9.869952493080092e-06,4.961856930213172e-07,5439117712.179889,34.0,False
476,2025-10-22 22:12:27,1.1259899696858255e-05,3.403754976451135e-07,9.442127055114824e-06,6.108799118370165e-07,1.1698752270472568e-05,8.171752642044523e-07,5439115258.828192,35.0,False
477,2025-10-22 22:13:02,1.1967249806454916e-05,3.800930930632318e-07,9.602710227429869e-06,6.289284190476182e-07,1.1071216378777391e-05,5.699951549716606e-07,5439119088.547939,35.0,False
478,2025-10-22 22:13:36,1.2087603740829069e-05,3.478622308908676e-07,1.0485399861037692e-05,5.460960083666399e-07,1.1784189944075152e-05,6.375566337376454e-07,5439119214.493967,34.0,False
479,2025-10-22 22:14:11,1.1168647350068284e-05,2.600500376381707e-07,9.291788775511732e-06,6.848212530923039e-07,1.072317519734689e-05,4.928027109294128e-07,5439113591.623259,35.0,False
480,2025-10-22 22:14:46,1.0685870691196088e-05,3.252186914274623e-07,8.305355435833661e-06,4.414907204257649e-07,1.171314325376649e-05,5.651027935088423e-07,5439113535.511953,35.0,False
481,2025-10-22 22:15:22,1.1211493370133496e-05,2.787937407666041e-07,8.833876844693833e-06,5.28559101651259e-07,1.1042822019025069e-05,6.475252812523085e-07,5439113880.925966,36.0,False
482,2025-10-22 22:15:56,1.3163785417491525e-05,5.396524106778357e-07,9.964770413040114e-06,6.452876013469399e-07,1.232873261547418e-05,5.556770783251583e-07,5439118895.915307,34.0,False
483,2025-10-22 22:16:32,1.195218904204154e-05,3.314010177063815e-07,9.76741354574706e-06,5.498784045832156e-07,1.0897820891919707e-05,3.912533455597976e-07,5439120175.748152,36.0,False
484,2025-10-22 22:17:07,1.1387638159332523e-05,3.210970515666868e-07,9.811886197974571e-06,5.568954358678836e-07,1.1534093546705648e-05,6.417470725294861e-07,5439117626.490967,35.0,False
485,2025-10-22 22:17:42,1.0728079671729064e-05,2.735503467642341e-07,8.690243656683805e-06,5.84489035443514e-07,1.0465543125670608e-05,5.430942102536479e-07,5439118391.221132,35.0,False
486,2025-10-22 22:18:17,1.0972334137049344e-05,2.415089457697072e-07,9.546330962395544e-06,5.389086562308969e-07,1.0922538042690276e-05,5.314205672748864e-07,5439114755.154796,35.0,False
487,2025-10-22 22:18:52,1.132078169341355e-05,3.583302046024729e-07,1.0260646777560112e-05,6.507968424326521e-07,1.183398192683427e-05,6.97422391450595e-07,5439116041.2255125,35.0,False
488,2025-10-22 22:19:27,1.2214184940573247e-05,3.771713464304263e-07,1.0137359956363667e-05,4.976876230784856e-07,1.1859619441834113e-05,7.940320946856356e-07,5439116533.55293,35.0,False
489,2025-10-22 22:20:03,1.2306239473902636e-05,3.5590332746752264e-07,9.238786215171046e-06,5.117526488722024e-07,1.1212876884769685e-05,5.944041822749765e-07,5439116142.008533,36.0,False
490,2025-10-22 22:20:37,1.1319010500443484e-05,3.228045093931929e-07,8.525678652837598e-06,5.686851389651067e-07,1.109599453985588e-05,5.626876862893726e-07,5439117379.119038,34.0,False
491,2025-10-22 22:21:12,1.1801129945698818e-05,2.784570845008408e-07,1.0330923677415171e-05,7.508235081571993e-07,1.2026131894327108e-05,6.569144228569118e-07,5439118146.953504,35.0,False
492,2025-10-22 22:21:47,1.163883473309646e-05,3.504968654228534e-07,1.0100085000352976e-05,4.715329788044273e-07,1.1927252588472824e-05,7.167539987077476e-07,5439116205.77549,35.0,False
493,2025-10-22 22:22:22,1.1371887842059891e-05,3.131679009305578e-07,9.702854981474829e-06,5.92326833223013e-07,1.03298254432449e-05,4.909041028471213e-07,5439116675.414777,35.0,False
494,2025-10-22 22:22:57,1.0655013061855456e-05,2.404947953703441e-07,9.38514697579329e-06,4.694428835949114e-07,9.884292500705882e-06,5.566577645237011e-07,5439112781.314161,35.0,False
495,2025-10-22 22:23:32,1.2226614400479008e-05,3.750579574679109e-07,1.0250427363356351e-05,6.236569630188577e-07,1.2741777809521793e-05,7.425982330879911e-07,5439115550.4324045,35.0,False
496,2025-10-22 22:24:06,1.2651805299634944e-05,3.567929825822036e-07,9.113990201425892e-06,4.508554822653927e-07,1.1928724657606082e-05,6.157491337137892e-07,5439115179.194987,34.0,False
497,2025-10-22 22:24:42,9.901657452404676e-06,2.264281878116625e-07,7.906959228920485e-06,4.006777587702973e-07,1.0216755919500995e-05,4.944126851312294e-07,5439113071.449587,36.0,False
498,2025-10-22 22:25:16,1.12163968430945e-05,3.181747018649836e-07,1.0537557575629464e-05,5.46784810916743e-07,1.093899170023782e-05,5.744080801677719e-07,5439115803.253326,34.0,False
499,2025-10-22 22:25:51,1.2102558063498137e-05,3.0211818219681306e-07,1.0640790085725271e-05,6.511376325802993e-07,1.1382335723952863e-05,5.589920916123062e-07,5439115079.808449,35.0,False
500,2025-10-22 22:26:26,1.1730881518623448e-05,3.078987452736268e-07,9.982837319899572e-06,6.17010720142828e-07,1.2028254029905485e-05,7.070850931224539e-07,5439115515.000442,35.0,False
501,2025-10-22 22:27:01,1.246361478823843e-05,3.614451443823368e-07,1.01025885761441e-05,6.775235499918115e-07,1.1540381829711066e-05,7.830212982282699e-07,5439116267.375037,35.0,False
502,2025-10-22 22:27:36,1.2118717369613565e-05,3.5736463398344325e-07,1.0092612209744445e-05,6.273673295053042e-07,1.1403542651278188e-05,5.88667763766791e-07,5439116964.149581,35.0,False
503,2025-10-22 22:28:11,1.0226543687208434e-05,2.642378101856621e-07,8.073456419399605e-06,5.704981098280679e-07,1.070047616447134e-05,7.578416192407209e-07,5439120702.57377,35.0,False
505,2025-10-22 22:29:20,1.185151235993942e-05,2.704661604064736e-07,8.888384072536226e-06,5.854014555635574e-07,1.226787264796414e-05,6.824550012721839e-07,5439114901.905208,69.0,False
506,2025-10-22 22:29:55,1.1084394982319168e-05,2.5670169880372345e-07,9.08711938141238e-06,5.653718329622558e-07,1.071398272367574e-05,4.6855677977929045e-07,5439112960.13684,35.0,False
507,2025-10-22 22:30:29,1.0990656500675657e-05,2.5587713964593815e-07,8.166400550901898e-06,5.351729533015651e-07,1.0381806532899772e-05,4.63443830460661e-07,5439110918.892251,34.0,False
508,2025-10-22 22:31:05,1.114588648398751e-05,2.968853382478789e-07,9.938138019416344e-06,6.371778342910521e-07,1.0735593255706276e-05,6.688233023206101e-07,5439114429.284856,36.0,False
509,2025-10-22 22:31:40,1.1775610256448132e-05,3.649934887970682e-07,9.956914351461066e-06,6.950467580351213e-07,1.1156828229275106e-05,6.119561022964099e-07,5439117463.916194,35.0,False
510,2025-10-22 22:32:14,1.0813378470420076e-05,2.770869592295092e-07,9.447436717380242e-06,4.685374176692106e-07,1.0273211852984687e-05,6.69619510872069e-07,5439112606.791093,34.0,False
511,2025-10-22 22:32:49,1.144608515724066e-05,3.182818977011656e-07,8.575075523209463e-06,6.471643888319583e-07,1.1465718826819682e-05,4.918226522419826e-07,5439115992.672662,35.0,False
512,2025-10-22 22:33:24,1.2144095711041912e-05,3.335178410212226e-07,9.850860264615235e-06,4.48205101973354e-07,1.2589890306946572e-05,6.987907522505657e-07,5439115909.226783,35.0,False
513,2025-10-22 22:33:59,1.2934653425444864e-05,4.874129376093154e-07,8.998149498173902e-06,5.571445225581097e-07,1.2094083909230946e-05,7.0645057228443e-07,5439115598.357217,35.0,False
514,2025-10-22 22:34:33,1.245413309058918e-05,4.160489263919789e-07,1.0215734748131313e-05,7.448209053800056e-07,1.1151594574654313e-05,5.844839341201175e-07,5439116138.2046175,34.0,False
515,2025-10-22 22:35:08,1.2165415580689398e-05,3.396362972844179e-07,9.53947507653652e-06,5.013563111038244e-07,1.1018274832075292e-05,7.939430770156737e-07,5439115769.04341,35.0,False
516,2025-10-22 22:35:43,1.2238720250801194e-05,3.457298585060072e-07,9.088824960423736e-06,7.932966247463463e-07,1.1343616341807916e-05,6.172301735719892e-07,5439119321.610125,35.0,False
517,2025-10-22 22:36:17,1.2016377275214651e-05,3.3342335553534613e-07,9.658845453897058e-06,4.93507115727308e-07,1.0911978441940915e-05,7.144832493259706e-07,5439113083.410916,34.0,False
518,2025-10-22 22:36:53,1.1256532983283662e-05,2.652260287713784e-07,9.456304057797738e-06,4.5388857643780573e-07,1.091511716433402e-05,4.2828105717426013e-07,5439112150.178981,36.0,False
519,2025-10-22 22:37:27,1.0741172547623634e-05,2.994007723696341e-07,8.756970016232657e-06,5.043425753910343e-07,1.0796348978603376e-05,5.494273927375807e-07,5439109038.638138,34.0,False
520,2025-10-22 22:38:03,1.1955680261577228e-05,3.461345234574085e-07,9.370959037857672e-06,5.035812780021079e-07,1.175499039907102e-05,5.914755798272924e-07,5439112100.096256,36.0,False
521,2025-10-22 22:38:38,1.0153224176523423e-05,2.2234475472007934e-07,7.97384363249165e-06,4.273963301540646e-07,1.0162876689534528e-05,6.81564947377899e-07,5439111286.255686,35.0,False
523,2025-10-22 22:39:48,8.646202427131655e-06,2.632353332236785e-07,6.846961065010149e-06,4.060391897616838e-07,8.230056241842476e-06,5.5990233085839e-07,5439110195.562815,70.0,False
524,2025-10-22 22:40:23,1.2012476909628589e-05,3.0562113757371305e-07,9.374080694346532e-06,4.542249016586259e-07,1.2438044673546145e-05,7.276490499380868e-07,5439111524.739043,35.0,False
525,2025-10-22 22:40:58,1.0247545338515351e-05,2.008672188755296e-07,8.473111822837609e-06,4.832619236760908e-07,9.903763311669422e-06,6.894263721184942e-07,5439112596.441273,35.0,False
526,2025-10-22 22:41:32,1.1944723282253378e-05,3.561237241932789e-07,9.62052310016226e-06,5.135185825419246e-07,1.1509644296747725e-05,6.498977959939498e-07,5439112485.045455,34.0,False
527,2025-10-22 22:42:07,1.0050879063250306e-05,2.5299033352213216e-07,8.066576110410395e-06,4.588230255786576e-07,1.0221323284431705e-05,7.435493073084452e-07,5439111673.529569,35.0,False
528,2025-10-22 22:42:42,9.670669235184448e-06,2.92019006380466e-07,8.33096124619459e-06,5.418121701964254e-07,9.738389614932784e-06,5.31683976375892e-07,5439104779.988227,35.0,False
529,2025-10-22 22:43:17,1.1768937525635792e-05,3.088223765268175e-07,9.608065024924173e-06,4.274890735416241e-07,1.258377537038946e-05,5.41931777216661e-07,5439115581.9666,35.0,False
530,2025-10-22 22:43:52,1.2329064204896769e-05,3.122449431254902e-07,1.070737043917802e-05,7.546272267888666e-07,1.1350614671279402e-05,7.275972607180524e-07,5439117585.811645,35.0,False
531,2025-10-22 22:44:27,1.2833870026263128e-05,3.395686507728801e-07,9.330363641257833e-06,6.330063010078008e-07,1.199423904973962e-05,8.046304168768338e-07,5439119109.675403,35.0,False
532,2025-10-22 22:45:01,1.2114344869029736e-05,3.197157860208173e-07,9.66113848299699e-06,5.487598452341011e-07,1.2331822021094396e-05,7.460065638522684e-07,5439114970.953672,34.0,False
533,2025-10-22 22:45:37,1.1624922415576222e-05,3.817498340829514e-07,9.982776009609395e-06,4.773466583265372e-07,1.2328511534764884e-05,6.734371028527165e-07,5439116221.184737,36.0,False
534,2025-10-22 22:46:11,1.3002302958087242e-05,3.842127113777104e-07,1.0458378413069624e-05,5.2678763141858e-07,1.2225461309967043e-05,6.63901171390068e-07,5439118527.725546,34.0,False
535,2025-10-22 22:46:47,1.2794723906139891e-05,3.985925831388428e-07,9.482401168936503e-06,5.438453984736702e-07,1.1633667453159193e-05,7.789177464902767e-07,5439114833.610574,36.0,False
537,2025-10-22 22:47:57,1.283750189484678e-05,3.314095539720168e-07,1.0358496719486965e-05,4.86199225675947e-07,1.1923311626027557e-05,6.879491044496426e-07,5439115459.226215,70.0,False
538,2025-10-22 22:48:31,1.1908868467580548e-05,3.575296588700543e-07,9.528487159959909e-06,5.25508368818594e-07,1.0919306155932064e-05,5.247951603497363e-07,5439114604.097245,34.0,False
539,2025-10-22 22:49:06,1.2508839419167472e-05,3.089938157699424e-07,1.0075564441214269e-05,6.097790883100453e-07,1.3918475746166337e-05,8.427113775246686e-07,5439118337.330858,35.0,False
540,2025-10-22 22:49:41,1.2460682827564185e-05,3.637533152808081e-07,1.0096866893238854e-05,6.599354550822428e-07,1.226531537623643e-05,5.773617333159168e-07,5439116045.511774,35.0,False
541,2025-10-22 22:50:16,1.2918099357550616e-05,3.351718758491851e-07,1.020441184484966e-05,5.109549955552004e-07,1.2340971464963602e-05,6.595715166881249e-07,5439116706.249688,35.0,False
542,2025-10-22 22:50:51,1.2051698587312032e-05,3.813467907489982e-07,9.582352907377968e-06,5.816096315167944e-07,1.1673832029490684e-05,6.353352079502175e-07,5439119099.023024,35.0,False
543,2025-10-22 22:51:26,1.3033394798966924e-05,3.8324505298838093e-07,1.0449163669656867e-05,6.293515577704953e-07,1.1931169714207712e-05,5.248319878444648e-07,5439116943.808677,35.0,False
544,2025-10-22 22:52:01,1.2009652806677096e-05,3.153564082801276e-07,1.0309794449492315e-05,6.443203601576343e-07,1.173671029697232e-05,6.645304467906011e-07,5439118165.82318,35.0,False
545,2025-10-22 22:52:36,1.1855425646523088e-05,3.807556502564834e-07,8.930581798516357e-06,5.400719111342175e-07,1.14833074056353e-05,7.38927742473397e-07,5439115835.097636,35.0,False
546,2025-10-22 22:53:12,1.2638448440460692e-05,3.723001055817527e-07,1.064295860175868e-05,6.662158953027603e-07,1.1590330609045909e-05,6.295910877974963e-07,5439116898.930471,36.0,False
547,2025-10-22 22:53:46,1.2644345432244464e-05,4.024671204947442e-07,1.020815008234699e-05,5.619056329132364e-07,1.2765684965776458e-05,7.277418940859206e-07,5439120031.14216,34.0,False
548,2025-10-22 22:54:21,1.2071106103350717e-05,4.041108030834455e-07,9.95510422852064e-06,6.879663982165642e-07,1.2669878178606098e-05,7.447858585426919e-07,5439116286.84767,35.0,False
549,2025-10-22 22:54:56,1.2421268032136725e-05,3.5244372472033525e-07,1.0002895690197631e-05,6.511920216119473e-07,1.2111905621114971e-05,6.934331542995508e-07,5439115623.124743,35.0,False
550,2025-10-22 22:55:32,1.2289673606113992e-05,3.01774019126238e-07,9.102805917260426e-06,5.236675697746437e-07,1.1345820251529304e-05,8.190990967970202e-07,5439113653.452614,36.0,False
551,2025-10-22 22:56:07,1.3076322417981956e-05,2.885826686781676e-07,9.530436173355028e-06,6.013481906944335e-07,1.185834007899622e-05,7.243286743679351e-07,5439116748.026713,35.0,False
552,2025-10-22 22:56:42,1.2587632086002998e-05,3.67640740372789e-07,9.361741380553568e-06,4.885813154592341e-07,1.1208800569262324e-05,6.731067897682067e-07,5439115063.009216,35.0,False
553,2025-10-22 22:57:17,1.255225458018927e-05,2.728761360123644e-07,1.0173645019317943e-05,6.87341499624798e-07,1.1321978117484475e-05,6.749924988429547e-07,5439117994.762057,35.0,False
554,2025-10-22 22:57:51,1.1604197829750971e-05,3.936393598845113e-07,1.056137871513485e-05,6.33905246646214e-07,1.0778205432382393e-05,6.069975207314553e-07,5439115554.188848,34.0,False
555,2025-10-22 22:58:26,1.1722187798879348e-05,3.42985041844034e-07,9.80717259535524e-06,6.923206997007228e-07,1.160819052081763e-05,6.346360128103215e-07,5439116187.947494,35.0,False
556,2025-10-22 22:59:01,1.2159252258836515e-05,3.1840154844117425e-07,1.001439083991862e-05,5.959537075869625e-07,1.1120206447667869e-05,5.844456631393586e-07,5439119386.659138,35.0,False
557,2025-10-22 22:59:37,1.196821133375714e-05,3.364664256779996e-07,9.39952520750964e-06,4.85830668511865e-07,1.2147012639074362e-05,5.94898022162546e-07,5439118894.087051,36.0,False
558,2025-10-22 23:00:11,1.210356725134254e-05,4.2999318805513213e-07,1.00888320750947e-05,7.005850217185488e-07,1.288095548446222e-05,5.858466647959077e-07,5439115924.103638,34.0,False
559,2025-10-22 23:00:46,1.149701194980146e-05,3.311127220276202e-07,9.214644108412884e-06,4.947363416615292e-07,1.082919174044683e-05,5.259748559242898e-07,5439115665.563252,35.0,False
561,2025-10-22 23:01:56,1.237088829353361e-05,3.7917535803684316e-07,1.0143342597190852e-05,6.688968398922462e-07,1.1465825368928153e-05,4.872527818177361e-07,5439117655.887218,70.0,False
562,2025-10-22 23:02:31,1.2363652199365305e-05,2.791777125204148e-07,1.0561725498403618e-05,6.241382949299026e-07,1.2151069778143508e-05,6.324014979660133e-07,5439115626.80707,35.0,False
563,2025-10-22 23:03:06,1.2815700618284964e-05,4.688160421351211e-07,1.0477387045515483e-05,4.760801270279736e-07,1.2213366651581126e-05,8.654116521483655e-07,5439116475.35835,35.0,False
564,2025-10-22 23:03:41,1.2939702283221166e-05,4.323054493108734e-07,1.0101994760480792e-05,5.815229869828422e-07,1.1918608283423282e-05,9.100530849743932e-07,5439114238.608524,35.0,False
565,2025-10-22 23:04:16,1.2151806425997336e-05,4.036244107815468e-07,9.228224609802991e-06,4.661306376227445e-07,1.1126043810705257e-05,6.481566701653893e-07,5439115789.282269,35.0,False
566,2025-10-22 23:04:50,1.2620156626619304e-05,4.5969222692850427e-07,1.0205975575328097e-05,7.337420079990281e-07,1.0718085986516355e-05,5.836720160423088e-07,5439115601.952847,34.0,False
567,2025-10-22 23:05:25,1.2243843205306248e-05,3.145637170358201e-07,9.128836190308576e-06,6.116416507495662e-07,1.179199413270382e-05,6.78839208962632e-07,5439118047.721386,35.0,False
568,2025-10-22 23:06:01,1.2143758831850704e-05,2.69630851588602e-07,9.796811325069044e-06,5.851042239578955e-07,1.1113638393567273e-05,6.294465470992546e-07,5439115415.304524,36.0,False
569,2025-10-22 23:06:36,1.180539269785008e-05,3.494285233062316e-07,9.620828473888564e-06,5.630956951782536e-07,1.101493004362908e-05,6.591716829104689e-07,5439113587.7710495,35.0,False
570,2025-10-22 23:07:11,1.2448723758273772e-05,2.819921765515343e-07,1.060290779775208e-05,6.069518588767029e-07,1.2819718890222376e-05,8.432243363007454e-07,5439114176.515549,35.0,False
571,2025-10-22 23:07:46,1.1256882570309656e-05,3.2560804501630773e-07,8.522265930510642e-06,4.355202624893897e-07,1.019824389314472e-05,4.7457631261373373e-07,5439113089.392477,35.0,False
572,2025-10-22 23:08:21,1.1505971558412044e-05,3.56807237272763e-07,8.24153339329392e-06,4.797939473792875e-07,9.60786484149878e-06,4.950769611464543e-07,5439111566.861481,35.0,False
573,2025-10-22 23:08:56,1.1971399276333727e-05,3.172473383120238e-07,8.593771848808274e-06,4.913139532606112e-07,1.0959037000546346e-05,6.167151467064945e-07,5439109598.983835,35.0,False
574,2025-10-22 23:09:31,1.253364330122686e-05,4.4082229756375365e-07,9.987075841433324e-06,5.24003641436745e-07,1.146041789534813e-05,7.033779678773129e-07,5439113383.64066,35.0,False
575,2025-10-22 23:10:06,1.2117026499280923e-05,3.619539753799791e-07,8.91682087300616e-06,4.771633688753526e-07,1.1344221444664626e-05,6.906130584482786e-07,5439113238.492572,35.0,False
576,2025-10-22 23:10:41,1.3058801973775402e-05,4.273903500594399e-07,1.0985553095421707e-05,4.672679387494288e-07,1.226417700039839e-05,6.879453497662235e-07,5439116703.813874,35.0,False
577,2025-10-22 23:11:16,1.1612335479194158e-05,2.7383034203434976e-07,8.894068922904452e-06,6.032694471720681e-07,1.0580572844975931e-05,6.589809728770166e-07,5439114971.140813,35.0,False
578,2025-10-22 23:11:51,1.22445895096579e-05,4.467740723088252e-07,9.7577115274472e-06,6.347994817308274e-07,1.2361170604213711e-05,8.003432342723029e-07,5439114812.139131,35.0,False
579,2025-10-22 23:12:25,1.2066216117823105e-05,3.832371036183731e-07,1.0140265378044688e-05,4.468789214852844e-07,1.0761745308007775e-05,7.129262974079818e-07,5439114404.179385,34.0,False
580,2025-10-22 23:13:00,1.174784843249732e-05,3.135842458325588e-07,9.160596274648825e-06,5.173699188324462e-07,1.1741479079230288e-05,5.856122930129733e-07,5439113995.313022,35.0,False
581,2025-10-22 23:13:35,1.126019710384618e-05,2.99938474367143e-07,9.025616870994568e-06,3.7250325640326173e-07,1.0412265858184e-05,5.83074994839e-07,5439112121.369848,35.0,False
583,2025-10-22 23:14:44,1.210839469201197e-05,3.984549684498343e-07,1.0253010128913331e-05,6.085995016443483e-07,1.152568653450814e-05,6.161492781667411e-07,5439120292.094714,69.0,False
584,2025-10-22 23:15:19,1.3117338509838206e-05,3.812613756884513e-07,1.1864851788168096e-05,7.354874567952774e-07,1.2411781325161186e-05,7.016848965367373e-07,5439119155.494778,35.0,False
585,2025-10-22 23:15:53,1.1594465358033544e-05,3.886360558689853e-07,9.90469572648145e-06,4.6976569485555653e-07,1.157706107646206e-05,6.999739912303713e-07,5439121461.828036,34.0,False
586,2025-10-22 23:16:28,1.1368018722590634e-05,2.805596962834542e-07,1.031184000033214e-05,6.491434385476811e-07,1.1012995528414392e-05,6.013967979076053e-07,5439119426.618538,35.0,False
587,2025-10-22 23:17:03,1.1848492014854273e-05,3.5514944968300974e-07,1.005835126188792e-05,5.932065784844169e-07,1.175964725708134e-05,6.304277446836963e-07,5439122085.736392,35.0,False
588,2025-10-22 23:17:38,1.2776320899465787e-05,4.554332907956128e-07,1.0556290968022353e-05,5.348928971840738e-07,1.1764892990484556e-05,6.189865280198023e-07,5439119970.422238,35.0,False
589,2025-10-22 23:18:12,1.1315362494546122e-05,3.562760096107341e-07,9.702403915623492e-06,7.076920674685489e-07,1.274023732422691e-05,5.8488433907601e-07,5439120456.723646,34.0,False
590,2025-10-22 23:18:48,1.1870321453777422e-05,3.7053717631858683e-07,1.0872097746528198e-05,4.984409074090436e-07,1.183889030498264e-05,6.113606055829539e-07,5439119724.903167,36.0,False
591,2025-10-22 23:19:23,1.2227236604989145e-05,3.533946824489583e-07,1.0582177583984276e-05,6.103996090307193e-07,1.1103059492922895e-05,6.219464738435811e-07,5439120011.664561,35.0,False
592,2025-10-22 23:19:58,1.2229888840975534e-05,3.863887488414255e-07,1.0081404077100233e-05,5.944261931831316e-07,1.2120426313932953e-05,6.634801266652412e-07,5439119337.732611,35.0,False
593,2025-10-22 23:20:33,1.248181839286211e-05,3.843929829757251e-07,1.0605974929633888e-05,6.825493499228885e-07,1.2123145400666502e-05,6.585537938705092e-07,5439120968.43598,35.0,False
594,2025-10-22 23:21:08,1.18816694822943e-05,3.508490568077687e-07,1.0245756613569412e-05,5.090437395667202e-07,1.159614709944634e-05,7.113531549287991e-07,5439122097.432336,35.0,False
595,2025-10-22 23:21:42,1.2438000723813404e-05,3.498775241111847e-07,1.08637781635057e-05,7.464271089394872e-07,1.2406182208213323e-05,5.422596729115487e-07,5439119997.89668,34.0,False
596,2025-10-22 23:22:17,1.243709392895198e-05,3.334053668816147e-07,1.0936998191546364e-05,7.082572137259618e-07,1.3348782701205764e-05,8.976098768670024e-07,5439119990.9287405,35.0,False
597,2025-10-22 23:22:53,1.3361158258451413e-05,3.93426866831599e-07,1.0917122376108424e-05,5.249882649601353e-07,1.2337316110722084e-05,6.108977219622927e-07,5439121726.752322,36.0,False
598,2025-10-22 23:23:28,1.267944596028414e-05,5.413168385944535e-07,1.025616844674282e-05,5.479131025757105e-07,1.2321275680404751e-05,7.214599954014289e-07,5439121784.858794,35.0,False
599,2025-10-22 23:24:02,1.3417684107563945e-05,4.096742359193805e-07,1.1491523592699338e-05,7.01325176266684e-07,1.229536969105105e-05,5.220375691241489e-07,5439123071.77174,34.0,False
600,2025-10-22 23:24:38,1.1983568316109585e-05,4.43633658522898e-07,9.834161609267866e-06,5.260434044797849e-07,1.172287601503008e-05,6.08729451865526e-07,5439119077.251129,36.0,False
601,2025-10-22 23:25:12,1.3479829728879622e-05,4.625558565505448e-07,1.0761844003059906e-05,7.075346325039198e-07,1.3895937823971138e-05,6.487028523332764e-07,5439118991.948113,34.0,False
602,2025-10-22 23:25:47,1.368445898863868e-05,3.0606102785982584e-07,1.030996173612131e-05,5.435434741100791e-07,1.2873788516998276e-05,8.81920211864472e-07,5439121286.149161,35.0,False
603,2025-10-22 23:26:22,1.172233685298174e-05,3.169984842533028e-07,9.783379480765577e-06,5.383623901683099e-07,1.183690244488389e-05,6.619445292647402e-07,5439120123.993889,35.0,False
604,2025-10-22 23:26:57,1.111937219833159e-05,3.64395244246007e-07,1.0112857412147848e-05,5.658564503472555e-07,1.1557096530445676e-05,6.402668115161733e-07,5439124057.903417,35.0,False
605,2025-10-22 23:27:32,1.3310966200386076e-05,4.119552835489329e-07,1.0882830957070766e-05,5.499190193442964e-07,1.123329482877189e-05,7.633429246403572e-07,5439122397.450785,35.0,False
606,2025-10-22 23:28:06,1.318579616960136e-05,4.513933876153026e-07,1.0693469640443707e-05,5.847389690933568e-07,1.1439473780461284e-05,5.796796116084946e-07,5439119508.895133,34.0,False
607,2025-10-22 23:28:41,1.2243445542514664e-05,3.889496701904917e-07,9.898878193581597e-06,5.247261483080424e-07,1.1998201028706744e-05,6.737515972363419e-07,5439121283.447964,35.0,False
608,2025-10-22 23:29:16,1.2524559219517784e-05,3.473174679576025e-07,1.0318327621217094e-05,4.504365780944273e-07,1.215563620537985e-05,7.566771860225486e-07,5439123449.830139,35.0,False
609,2025-10-22 23:29:51,1.3490493361523193e-05,3.876910996282892e-07,1.0348191584519384e-05,7.1009602825603e-07,1.2739727830668455e-05,7.975166740413457e-07,5439123388.357053,35.0,False
610,2025-10-22 23:30:26,1.3176190292618628e-05,4.686396413158777e-07,1.0618257427541522e-05,5.604167008478687e-07,1.2718023008506664e-05,6.166349485975145e-07,5439120840.398677,35.0,False
611,2025-10-22 23:31:01,1.3564336877491812e-05,4.350646208864659e-07,1.0748079396494248e-05,5.892469964156723e-07,1.2531900805079488e-05,8.790936755534604e-07,5439119870.230313,35.0,False
612,2025-10-22 23:31:36,1.3738100592908252e-05,4.450499008052101e-07,1.058248622398672e-05,5.543077189566012e-07,1.3497276388996228e-05,6.644732689013252e-07,5439120950.152797,35.0,False
613,2025-10-22 23:32:11,1.1627217006981994e-05,3.252943514498202e-07,9.769336734244403e-06,6.354570050362828e-07,1.1158210996065066e-05,5.855576445460769e-07,5439120871.302267,35.0,False
614,2025-10-22 23:32:46,1.18752768842878e-05,3.753718968758276e-07,1.027157089894537e-05,5.039336765568394e-07,1.215103502927306e-05,7.35159099470403e-07,5439118489.350826,35.0,False
615,2025-10-22 23:33:20,1.2813372380904298e-05,4.0138079520251137e-07,1.0166646035481008e-05,5.43537677221687e-07,1.154103584899424e-05,7.159825981997386e-07,5439120016.501027,34.0,False
616,2025-10-22 23:33:55,1.226697378275965e-05,3.066878416732038e-07,1.0327205075766344e-05,6.126281021191532e-07,1.0939227671924456e-05,6.620296065848894e-07,5439121978.184405,35.0,False
617,2025-10-22 23:34:31,1.1601765223856477e-05,3.066826829828459e-07,1.016969576350668e-05,6.187040700878994e-07,1.166485474612955e-05,5.898060713942952e-07,5439122416.305978,36.0,False
618,2025-10-22 23:35:06,1.2215313263119754e-05,4.34988943134784e-07,9.710030942855497e-06,5.675445751884873e-07,1.1949444854275626e-05,7.467390297170315e-07,5439120819.437068,35.0,False
619,2025-10-22 23:35:41,1.2612449576510087e-05,3.8680735043932934e-07,1.0716704543334288e-05,6.254942798973591e-07,1.1917976613151636e-05,7.438143267275472e-07,5439121184.354324,35.0,False
620,2025-10-22 23:36:16,1.3602978883531236e-05,3.850028000675811e-07,1.0940702405592972e-05,6.387729770792089e-07,1.2316850410920566e-05,7.406008261622929e-07,5439120814.445667,35.0,False
